Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,HSN Code
3pcs set,3pcs-set,"“Bright mustard floral Anarkali set with vibrant pink blooms — cheerful, flowy, and beautifully festive.”",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3763658,,Size,3XL,,,,,,,,1999,2860,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766141042137-gemini_generated_image_5wo03r5wo03r5wo0.png,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1766141042137-gemini_generated_image_5wo03r5wo03r5wo0.png,FALSE,3pcs set,"“Bright mustard floral Anarkali set with vibrant pink blooms — cheerful, flowy, and beautifully festive.”",,,,,,,,new,FALSE,,,,,,54049010
,3pcs-set,,,,,,,,S3763657,,Size,2XL,,,,,,,,1999,2860,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766141042137-gemini_generated_image_5wo03r5wo03r5wo0.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54049010
,3pcs-set,,,,,,,,S3763654,,Size,M,,,,,,,,1999,2860,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764481658403-gemini_generated_image_1oxhd31oxhd31oxh-2.jpg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764481658403-gemini_generated_image_1oxhd31oxhd31oxh-2.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54049010
,3pcs-set,,,,,,,,S3763656,,Size,XL,,,,,,,,1999,2860,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766141042137-gemini_generated_image_5wo03r5wo03r5wo0.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54049010
,3pcs-set,,,,,,,,S3763655,,Size,L,,,,,,,,1999,2860,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764481658403-gemini_generated_image_1oxhd31oxhd31oxh-2.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54049010
PRINTED PLAZO SET,printed-plazo-set,"Step into effortless elegance with this rich maroon kurta set, designed to blend traditional charm with everyday sophistication. Crafted from soft, breathable fabric, the kurta features an all-over floral vine motif in earthy tones, adding depth and artisanal appeal. The straight silhouette ensures a flattering fit, while the three-quarter sleeves provide comfort and versatility.",RUDRA TEXTILES,,Plazo sets,,TRUE,Active,S3748155,,Size,M,,,,,,,,600,1200,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766243068204-gemini_generated_image_ye3lbzye3lbzye3l.png,1,PRINTED PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1766243068204-gemini_generated_image_ye3lbzye3lbzye3l.png,FALSE,PRINTED PLAZO SET,"Step into effortless elegance with this rich maroon kurta set, designed to blend traditional charm with everyday sophistication. Crafted from soft, breathable fabric, the kurta features an all-over floral vine motif in earthy tones, adding depth and artisanal appeal. The straight silhouette ensures a flattering fit, while the three-quarter sleeves provide comfort and versatility.",,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3748156,,Size,L,,,,,,,,600,1200,,TRUE,,,,,,shopify,10,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766243068204-gemini_generated_image_ye3lbzye3lbzye3l.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3748157,,Size,XL,,,,,,,,600,1200,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766243099240-gemini_generated_image_bs4qq6bs4qq6bs4q.png,2,PRINTED PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1766243099240-gemini_generated_image_bs4qq6bs4qq6bs4q.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3748158,,Size,2XL,,,,,,,,600,1200,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766243099240-gemini_generated_image_bs4qq6bs4qq6bs4q.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
TOP,top,"Pink Embroidered A-Line Midi Dress
A charming pink midi dress featuring delicate embroidery and a flowy A-line silhouette, perfect for a classy and feminine look.",SUBHAMASTHU SHOPPING MALL,,Tops,,TRUE,Active,S3790658,,Size,M,,,,,,,,699,1000,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764938917448-whatsapp-image-2025-11-27-at-5.45.46-pm-13.jpg,1,TOP,https://only2u-media.b-cdn.net/productsimages/1764938917448-whatsapp-image-2025-11-27-at-5.45.46-pm-13.jpg,FALSE,TOP,"Pink Embroidered A-Line Midi Dress
A charming pink midi dress featuring delicate embroidery and a flowy A-line silhouette, perfect for a classy and feminine look.",,,,,,,,new,FALSE,,,,,,
,top,,,,,,,,S3790659,,Size,L,,,,,,,,699,1000,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764938917448-whatsapp-image-2025-11-27-at-5.45.46-pm-13.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,top,,,,,,,,S3790660,,Size,XL,,,,,,,,699,1000,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764938930414-whatsapp-image-2025-11-27-at-5.45.46-pm-14.jpg,2,TOP,https://only2u-media.b-cdn.net/productsimages/1764938930414-whatsapp-image-2025-11-27-at-5.45.46-pm-14.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,top,,,,,,,,S3790661,,Size,2XL,,,,,,,,699,1000,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764938930414-whatsapp-image-2025-11-27-at-5.45.46-pm-14.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,
UMBRELLA SET,umbrella-set,"Step into effortless elegance with this beautifully crafted fuchsia pink kurta set, designed to blend traditional charm with contemporary comfort.",RUDRA TEXTILES,,3 PCS SET,,TRUE,Active,S3747874,,Size,M,,,,,,,,1750,2500,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766147125405-1-149.jpeg,1,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1766147125405-1-149.jpeg,FALSE,UMBRELLA SET,"Step into effortless elegance with this beautifully crafted fuchsia pink kurta set, designed to blend traditional charm with contemporary comfort.",,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3747875,,Size,XL,,,,,,,,1750,2500,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766147138233-1-61.jpeg,2,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1766147138233-1-61.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3747876,,Size,2XL,,,,,,,,1750,2500,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766147138233-1-61.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3 PC SET,3-pc-set,"Solid black straight-fit kurta featuring a flattering V-neckline with minimalistic white motif detailing on the front. Three-quarter sleeves add a refined, versatile touch.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3848282,,Size,L,,,,,,,,1250,1790,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766243389142-1-166.jpeg,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1766243389142-1-166.jpeg,FALSE,3 PC SET,"Solid black straight-fit kurta featuring a flattering V-neckline with minimalistic white motif detailing on the front. Three-quarter sleeves add a refined, versatile touch.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3848284,,Size,2XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766243399655-1-79.jpeg,2,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1766243399655-1-79.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3848268,,Size,4XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766243399655-1-79.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3848269,,Size,5XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766243399655-1-79.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3848281,,Size,M,,,,,,,,1250,1790,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766243389142-1-166.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3848283,,Size,XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766243399655-1-79.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3pcs set,3pcs-set,"“Elegant pink silk suit paired with a floral printed dupatta — a perfect blend of richness, grace, and festive charm.”",DHRITI ENTERPRISES,,3 PCS SET,,TRUE,Active,S3737608,,Size,L,,,,,,,,1099,1570,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765020543044-m_whatsapp_image_2025-11-29_at_4.13.17_pm.jpeg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765020543044-m_whatsapp_image_2025-11-29_at_4.13.17_pm.jpeg,FALSE,3pcs set,"“Elegant pink silk suit paired with a floral printed dupatta — a perfect blend of richness, grace, and festive charm.”",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3737610,,Size,2XL,,,,,,,,1099,1570,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765020530132-l_whatsapp_image_2025-11-29_at_4.13.17_pm.jpeg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765020530132-l_whatsapp_image_2025-11-29_at_4.13.17_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3737607,,Size,M,,,,,,,,1099,1570,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765020543044-m_whatsapp_image_2025-11-29_at_4.13.17_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3737609,,Size,XL,,,,,,,,1099,1570,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765020530132-l_whatsapp_image_2025-11-29_at_4.13.17_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3pcs set,3pcs-set,"“A luxurious hot-pink embroidered suit paired with a rich golden-border dupatta — perfect for weddings, festivals, and grand occasions.”",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3718369,,Size,XL,,,,,,,,2450,3500,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765020792526-l_whatsapp_image_2025-11-29_at_4.30.06_pm.jpeg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765020792526-l_whatsapp_image_2025-11-29_at_4.30.06_pm.jpeg,FALSE,3pcs set,"“A luxurious hot-pink embroidered suit paired with a rich golden-border dupatta — perfect for weddings, festivals, and grand occasions.”",,,,,,,,new,FALSE,,,,,,
,3pcs-set,,,,,,,,S3718371,,Size,3XL,,,,,,,,2450,3500,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765021057721-l_whatsapp_image_2025-11-29_at_4.30.06_pm.jpeg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765021057721-l_whatsapp_image_2025-11-29_at_4.30.06_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,3pcs-set,,,,,,,,S3718368,,Size,L,,,,,,,,2450,3500,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765020805709-m_whatsapp_image_2025-11-29_at_4.30.06_pm.jpeg,3,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765020805709-m_whatsapp_image_2025-11-29_at_4.30.06_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,3pcs-set,,,,,,,,S3718370,,Size,2XL,,,,,,,,2450,3500,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765020792526-l_whatsapp_image_2025-11-29_at_4.30.06_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
LONG UMBRELLA OFFER TOP,long-umbrella-offer-top,“Charming red midi dress with soft gathers and subtle ethnic prints — a perfect blend of comfort and effortless elegance.”,SUBHAMASTHU SHOPPING MALL,,Tops,,TRUE,Active,S3765590,,Size,XL,,,,,,,,450,900,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765020043904-l_whatsapp_image_2025-11-29_at_4.12.20_pm.jpeg,1,LONG UMBRELLA OFFER TOP,https://only2u-media.b-cdn.net/productsimages/1765020043904-l_whatsapp_image_2025-11-29_at_4.12.20_pm.jpeg,FALSE,LONG UMBRELLA OFFER TOP,“Charming red midi dress with soft gathers and subtle ethnic prints — a perfect blend of comfort and effortless elegance.”,,,,,,,,new,FALSE,,,,,,
,long-umbrella-offer-top,,,,,,,,S3765591,,Size,2XL,,,,,,,,450,900,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765020043904-l_whatsapp_image_2025-11-29_at_4.12.20_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,long-umbrella-offer-top,,,,,,,,S3765592,,Size,3XL,,,,,,,,450,900,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765020043904-l_whatsapp_image_2025-11-29_at_4.12.20_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,long-umbrella-offer-top,,,,,,,,S3765588,,Size,M,,,,,,,,450,900,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765020071463-m_whatsapp_image_2025-11-29_at_4.12.20_pm.jpeg,2,LONG UMBRELLA OFFER TOP,https://only2u-media.b-cdn.net/productsimages/1765020071463-m_whatsapp_image_2025-11-29_at_4.12.20_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,long-umbrella-offer-top,,,,,,,,S3765589,,Size,L,,,,,,,,450,900,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765020071463-m_whatsapp_image_2025-11-29_at_4.12.20_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
LONG UMBRELLA OFFER TOP,long-umbrella-offer-top,“Bright yellow floral midi dress that blends comfort with effortless elegance — perfect for sunny outings and everyday chic.”,DHRITI ENTERPRISES,,Tops,,TRUE,Active,S3764734,,Size,L,,,,,,,,525,1050,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765021626098-m_whatsapp_image_2025-11-29_at_4.44.52_pm.jpeg,1,LONG UMBRELLA OFFER TOP,https://only2u-media.b-cdn.net/productsimages/1765021626098-m_whatsapp_image_2025-11-29_at_4.44.52_pm.jpeg,FALSE,LONG UMBRELLA OFFER TOP,“Bright yellow floral midi dress that blends comfort with effortless elegance — perfect for sunny outings and everyday chic.”,,,,,,,,new,FALSE,,,,,,54072040
,long-umbrella-offer-top,,,,,,,,S3764733,,Size,M,,,,,,,,525,1050,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765021626098-m_whatsapp_image_2025-11-29_at_4.44.52_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,long-umbrella-offer-top,,,,,,,,S3764736,,Size,2XL,,,,,,,,525,1050,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765021606493-l_whatsapp_image_2025-11-29_at_4.44.52_pm.jpeg,2,LONG UMBRELLA OFFER TOP,https://only2u-media.b-cdn.net/productsimages/1765021606493-l_whatsapp_image_2025-11-29_at_4.44.52_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,long-umbrella-offer-top,,,,,,,,S3764735,,Size,XL,,,,,,,,525,1050,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765021606493-l_whatsapp_image_2025-11-29_at_4.44.52_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
CORD SET,cord-set,"“Bright pink floral printed kurta set crafted for effortless elegance — soft, airy, and perfect for a stylish everyday look.”",RUDRA TEXTILES,,Plazo sets,,TRUE,Active,S3762228,,Size,L,,,,,,,,750,1070,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765466489445-1765023291818-m_whatsapp_image_2025-11-29_at_5.34.00_pm.jpeg,1,CORD SET,https://only2u-media.b-cdn.net/productsimages/1765466489445-1765023291818-m_whatsapp_image_2025-11-29_at_5.34.00_pm.jpeg,FALSE,CORD SET,"“Bright pink floral printed kurta set crafted for effortless elegance — soft, airy, and perfect for a stylish everyday look.”",,,,,,,,new,FALSE,,,,,,54072040
,cord-set,,,,,,,,S3762227,,Size,M,,,,,,,,750,1070,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765466486813-1765023291818-m_whatsapp_image_2025-11-29_at_5.34.00_pm.jpeg,2,CORD SET,https://only2u-media.b-cdn.net/productsimages/1765466486813-1765023291818-m_whatsapp_image_2025-11-29_at_5.34.00_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,cord-set,,,,,,,,S3762229,,Size,XL,,,,,,,,750,1070,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765023302971-l_whatsapp_image_2025-11-29_at_5.34.00_pm.jpeg,3,CORD SET,https://only2u-media.b-cdn.net/productsimages/1765023302971-l_whatsapp_image_2025-11-29_at_5.34.00_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,cord-set,,,,,,,,S3762230,,Size,2XL,,,,,,,,750,1070,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765023302971-l_whatsapp_image_2025-11-29_at_5.34.00_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
PRINTED PLAZO SET,printed-plazo-set,"“A breezy pink floral printed suit set with matching dupatta — soft, stylish, and perfect for everyday elegance.”",jaipur fashions,,Plazo sets,,TRUE,Active,S3765058,,Size,XL,,,,,,,,450,900,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765021310023-l_whatsapp_image_2025-11-29_at_4.38.42_pm.jpeg,1,PRINTED PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765021310023-l_whatsapp_image_2025-11-29_at_4.38.42_pm.jpeg,FALSE,PRINTED PLAZO SET,"“A breezy pink floral printed suit set with matching dupatta — soft, stylish, and perfect for everyday elegance.”",,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3765057,,Size,L,,,,,,,,450,900,,TRUE,,,,,,shopify,10,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765021329198-m_whatsapp_image_2025-11-29_at_4.38.42_pm.jpeg,2,PRINTED PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765021329198-m_whatsapp_image_2025-11-29_at_4.38.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3765059,,Size,2XL,,,,,,,,450,900,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765021310023-l_whatsapp_image_2025-11-29_at_4.38.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3765056,,Size,M,,,,,,,,450,900,,TRUE,,,,,,shopify,10,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765021329198-m_whatsapp_image_2025-11-29_at_4.38.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
LONG UMBRELLA OFFER TOP,long-umbrella-offer-top,"“Pretty pink floral midi dress with puff sleeves and a stylish tie-neck — feminine, flowy, and perfect for effortless everyday charm.”",jyothi studio,,Tops,,TRUE,Active,S3764732,,Size,2XL,,,,,,,,525,1050,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765023026705-l_whatsapp_image_2025-11-29_at_5.27.29_pm.jpeg,1,LONG UMBRELLA OFFER TOP,https://only2u-media.b-cdn.net/productsimages/1765023026705-l_whatsapp_image_2025-11-29_at_5.27.29_pm.jpeg,FALSE,LONG UMBRELLA OFFER TOP,"“Pretty pink floral midi dress with puff sleeves and a stylish tie-neck — feminine, flowy, and perfect for effortless everyday charm.”",,,,,,,,new,FALSE,,,,,,54071011
,long-umbrella-offer-top,,,,,,,,S3764729,,Size,M,,,,,,,,525,1050,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765023009125-m_whatsapp_image_2025-11-29_at_5.27.29_pm.jpeg,2,LONG UMBRELLA OFFER TOP,https://only2u-media.b-cdn.net/productsimages/1765023009125-m_whatsapp_image_2025-11-29_at_5.27.29_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54071011
,long-umbrella-offer-top,,,,,,,,S3764731,,Size,XL,,,,,,,,525,1050,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765023026705-l_whatsapp_image_2025-11-29_at_5.27.29_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54071011
,long-umbrella-offer-top,,,,,,,,S3764730,,Size,L,,,,,,,,525,1050,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765023009125-m_whatsapp_image_2025-11-29_at_5.27.29_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54071011
3pcs set,3pcs-set,"“Bright pink embroidered kurta set with elegant floral detailing, paired with matching pants and a sheer embellished dupatta — a perfect blend of festive charm and classy sophistication.”",RUDRA TEXTILES,,3 PCS SET,,TRUE,Active,S3725322,,Size,XL,,,,,,,,3250,4640,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765024703292-l_whatsapp_image_2025-11-29_at_10.53.35_pm.jpeg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765024703292-l_whatsapp_image_2025-11-29_at_10.53.35_pm.jpeg,FALSE,3pcs set,"“Bright pink embroidered kurta set with elegant floral detailing, paired with matching pants and a sheer embellished dupatta — a perfect blend of festive charm and classy sophistication.”",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3725321,,Size,L,,,,,,,,3250,4640,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765024689077-m_whatsapp_image_2025-11-29_at_10.53.35_pm.jpeg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765024689077-m_whatsapp_image_2025-11-29_at_10.53.35_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3725323,,Size,2XL,,,,,,,,3250,4640,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765024703292-l_whatsapp_image_2025-11-29_at_10.53.35_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3725320,,Size,M,,,,,,,,3250,4640,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765024689077-m_whatsapp_image_2025-11-29_at_10.53.35_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3pcs set,3pcs-set,"“Elegant teal Anarkali suit adorned with delicate pastel floral embroidery, paired with a lightweight embellished dupatta — a graceful festive look perfect for special occasions.”",she trendz,,3 PCS SET,,TRUE,Active,S3791808,,Size,L,,,,,,,,1950,2790,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765035407017-m_whatsapp_image_2025-11-29_at_11.07.09_pm-1.jpeg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765035407017-m_whatsapp_image_2025-11-29_at_11.07.09_pm-1.jpeg,FALSE,3pcs set,"“Elegant teal Anarkali suit adorned with delicate pastel floral embroidery, paired with a lightweight embellished dupatta — a graceful festive look perfect for special occasions.”",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3791810,,Size,2XL,,,,,,,,1950,2790,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765035415890-l_whatsapp_image_2025-11-29_at_11.07.09_pm-1.jpeg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765035415890-l_whatsapp_image_2025-11-29_at_11.07.09_pm-1.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
